nct_id,intervention_type,term,tokenizer,token_count,fragmentation_score
NCT00305396,DRUG,sirolimus,roberta-base,4,4.0
NCT00305396,DRUG,sirolimus,clinicalbert,3,3.0
NCT01359462,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT01359462,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT01359462,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT02617446,DRUG,heart failure,bert-base-uncased,2,1.0
NCT02617446,DRUG,heart failure,roberta-base,2,1.0
NCT02617446,DRUG,heart failure,clinicalbert,2,1.0
NCT04023227,DRUG,cardiomyopathy,bert-base-uncased,4,4.0
NCT04023227,DRUG,cardiomyopathy,roberta-base,4,4.0
NCT04023227,DRUG,cardiomyopathy,clinicalbert,5,5.0
NCT04023227,DRUG,heart failure,bert-base-uncased,2,1.0
NCT04023227,DRUG,heart failure,roberta-base,2,1.0
NCT04023227,DRUG,heart failure,clinicalbert,2,1.0
NCT00855361,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT00855361,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT00855361,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT00855361,DRUG,pharmacodynamics,bert-base-uncased,6,6.0
NCT00855361,DRUG,pharmacodynamics,roberta-base,3,3.0
NCT00855361,DRUG,pharmacodynamics,clinicalbert,6,6.0
NCT04100642,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT04100642,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT04100642,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT00002842,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT00002842,DRUG,chemotherapy,roberta-base,3,3.0
NCT00002842,DRUG,chemotherapy,clinicalbert,4,4.0
NCT03819127,DRUG,metformin,bert-base-uncased,3,3.0
NCT03819127,DRUG,metformin,roberta-base,3,3.0
NCT03819127,DRUG,metformin,clinicalbert,3,3.0
NCT03819127,DRUG,hemoglobin,bert-base-uncased,4,4.0
NCT03819127,DRUG,hemoglobin,roberta-base,2,2.0
NCT03819127,DRUG,hemoglobin,clinicalbert,4,4.0
NCT04449861,DRUG,durvalumab,bert-base-uncased,4,4.0
NCT04449861,DRUG,durvalumab,roberta-base,5,5.0
NCT04449861,DRUG,durvalumab,clinicalbert,4,4.0
NCT00664755,DRUG,transdermal,bert-base-uncased,3,3.0
NCT00664755,DRUG,transdermal,roberta-base,3,3.0
NCT00664755,DRUG,transdermal,clinicalbert,3,3.0
NCT05999955,DRUG,dexamethasone,bert-base-uncased,5,5.0
NCT05999955,DRUG,dexamethasone,roberta-base,6,6.0
NCT05999955,DRUG,dexamethasone,clinicalbert,5,5.0
NCT00267826,DRUG,rituximab,bert-base-uncased,5,5.0
NCT00267826,DRUG,rituximab,roberta-base,4,4.0
NCT00267826,DRUG,rituximab,clinicalbert,4,4.0
NCT00267826,DRUG,proliferation,bert-base-uncased,1,1.0
NCT00267826,DRUG,proliferation,roberta-base,3,3.0
NCT00267826,DRUG,proliferation,clinicalbert,3,3.0
NCT00267826,DRUG,cytokine,bert-base-uncased,3,3.0
NCT00267826,DRUG,cytokine,roberta-base,4,4.0
NCT00267826,DRUG,cytokine,clinicalbert,4,4.0
NCT00267826,DRUG,lymphocyte,bert-base-uncased,5,5.0
NCT00267826,DRUG,lymphocyte,roberta-base,3,3.0
NCT00267826,DRUG,lymphocyte,clinicalbert,5,5.0
NCT00267826,DRUG,creatinine,bert-base-uncased,4,4.0
NCT00267826,DRUG,creatinine,roberta-base,3,3.0
NCT00267826,DRUG,creatinine,clinicalbert,3,3.0
NCT00267826,DRUG,intravenous,bert-base-uncased,3,3.0
NCT00267826,DRUG,intravenous,roberta-base,4,4.0
NCT00267826,DRUG,intravenous,clinicalbert,3,3.0
NCT00059878,DRUG,interferon,bert-base-uncased,3,3.0
NCT00059878,DRUG,interferon,roberta-base,3,3.0
NCT00059878,DRUG,interferon,clinicalbert,3,3.0
NCT00031278,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT00031278,DRUG,chemotherapy,roberta-base,3,3.0
NCT00031278,DRUG,chemotherapy,clinicalbert,4,4.0
NCT00618449,DRUG,azithromycin,bert-base-uncased,5,5.0
NCT00618449,DRUG,azithromycin,roberta-base,4,4.0
NCT00618449,DRUG,azithromycin,clinicalbert,5,5.0
NCT02373449,DRUG,intravenous,bert-base-uncased,3,3.0
NCT02373449,DRUG,intravenous,roberta-base,4,4.0
NCT02373449,DRUG,intravenous,clinicalbert,3,3.0
NCT00112138,DRUG,gabapentin,bert-base-uncased,4,4.0
NCT00112138,DRUG,gabapentin,roberta-base,4,4.0
NCT00112138,DRUG,gabapentin,clinicalbert,4,4.0
NCT00112138,DRUG,randomized controlled,bert-base-uncased,3,1.5
NCT00112138,DRUG,randomized controlled,roberta-base,3,1.5
NCT00112138,DRUG,randomized controlled,clinicalbert,3,1.5
NCT00147758,DRUG,type 2 diabetes,bert-base-uncased,3,1.0
NCT00147758,DRUG,type 2 diabetes,roberta-base,3,1.0
NCT00147758,DRUG,type 2 diabetes,clinicalbert,3,1.0
NCT01157858,DRUG,everolimus,bert-base-uncased,3,3.0
NCT01157858,DRUG,everolimus,roberta-base,3,3.0
NCT01157858,DRUG,everolimus,clinicalbert,3,3.0
NCT01157858,DRUG,monotherapy,bert-base-uncased,2,2.0
NCT01157858,DRUG,monotherapy,roberta-base,2,2.0
NCT01157858,DRUG,monotherapy,clinicalbert,4,4.0
NCT04042558,DRUG,bevacizumab,bert-base-uncased,5,5.0
NCT04042558,DRUG,bevacizumab,roberta-base,6,6.0
NCT04042558,DRUG,bevacizumab,clinicalbert,5,5.0
NCT04042558,DRUG,atezolizumab,bert-base-uncased,6,6.0
NCT04042558,DRUG,atezolizumab,roberta-base,6,6.0
NCT04042558,DRUG,atezolizumab,clinicalbert,5,5.0
NCT04042558,DRUG,non-small cell,bert-base-uncased,4,2.0
NCT04042558,DRUG,non-small cell,roberta-base,4,2.0
NCT04042558,DRUG,non-small cell,clinicalbert,4,2.0
NCT00044538,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT00044538,DRUG,chemotherapy,roberta-base,3,3.0
NCT00044538,DRUG,chemotherapy,clinicalbert,4,4.0
NCT00044538,DRUG,non-small cell,bert-base-uncased,4,2.0
NCT00044538,DRUG,non-small cell,roberta-base,4,2.0
NCT00044538,DRUG,non-small cell,clinicalbert,4,2.0
NCT01642238,DRUG,clopidogrel,bert-base-uncased,5,5.0
NCT01642238,DRUG,clopidogrel,roberta-base,5,5.0
NCT01642238,DRUG,clopidogrel,clinicalbert,5,5.0
NCT03338855,DRUG,type 2 diabetes,bert-base-uncased,3,1.0
NCT03338855,DRUG,type 2 diabetes,roberta-base,3,1.0
NCT03338855,DRUG,type 2 diabetes,clinicalbert,3,1.0
NCT01375426,DRUG,randomized controlled,bert-base-uncased,3,1.5
NCT01375426,DRUG,randomized controlled,roberta-base,3,1.5
NCT01375426,DRUG,randomized controlled,clinicalbert,3,1.5
NCT00936026,DRUG,clopidogrel,bert-base-uncased,5,5.0
NCT00936026,DRUG,clopidogrel,roberta-base,5,5.0
NCT00936026,DRUG,clopidogrel,clinicalbert,5,5.0
NCT00936026,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT00936026,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT00936026,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT00904826,DRUG,eculizumab,bert-base-uncased,5,5.0
NCT00904826,DRUG,eculizumab,roberta-base,5,5.0
NCT00904826,DRUG,eculizumab,clinicalbert,5,5.0
NCT02774226,DRUG,bioavailability,bert-base-uncased,4,4.0
NCT02774226,DRUG,bioavailability,roberta-base,3,3.0
NCT02774226,DRUG,bioavailability,clinicalbert,4,4.0
NCT03659578,DRUG,non-small cell,bert-base-uncased,4,2.0
NCT03659578,DRUG,non-small cell,roberta-base,4,2.0
NCT03659578,DRUG,non-small cell,clinicalbert,4,2.0
NCT04068948,DRUG,randomized controlled,bert-base-uncased,3,1.5
NCT04068948,DRUG,randomized controlled,roberta-base,3,1.5
NCT04068948,DRUG,randomized controlled,clinicalbert,3,1.5
NCT05661578,DRUG,atezolizumab,bert-base-uncased,6,6.0
NCT05661578,DRUG,atezolizumab,roberta-base,6,6.0
NCT05661578,DRUG,atezolizumab,clinicalbert,5,5.0
NCT05661578,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT05661578,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT05661578,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT05661578,DRUG,intravenous,bert-base-uncased,3,3.0
NCT05661578,DRUG,intravenous,roberta-base,4,4.0
NCT05661578,DRUG,intravenous,clinicalbert,3,3.0
NCT04060043,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT04060043,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT04060043,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT00720148,DRUG,sunitinib,bert-base-uncased,4,4.0
NCT00720148,DRUG,sunitinib,roberta-base,4,4.0
NCT00720148,DRUG,sunitinib,clinicalbert,4,4.0
NCT00720148,DRUG,bortezomib,bert-base-uncased,5,5.0
NCT00720148,DRUG,bortezomib,roberta-base,5,5.0
NCT00720148,DRUG,bortezomib,clinicalbert,4,4.0
NCT01689285,DRUG,bioavailability,bert-base-uncased,4,4.0
NCT01689285,DRUG,bioavailability,roberta-base,3,3.0
NCT01689285,DRUG,bioavailability,clinicalbert,4,4.0
NCT03586843,DRUG,bioavailability,bert-base-uncased,4,4.0
NCT03586843,DRUG,bioavailability,roberta-base,3,3.0
NCT03586843,DRUG,bioavailability,clinicalbert,4,4.0
NCT03586843,DRUG,subcutaneous,bert-base-uncased,3,3.0
NCT03586843,DRUG,subcutaneous,roberta-base,3,3.0
NCT03586843,DRUG,subcutaneous,clinicalbert,4,4.0
NCT02911948,DRUG,metformin,bert-base-uncased,3,3.0
NCT02911948,DRUG,metformin,roberta-base,3,3.0
NCT02911948,DRUG,metformin,clinicalbert,3,3.0
NCT02911948,DRUG,type 2 diabetes,bert-base-uncased,3,1.0
NCT02911948,DRUG,type 2 diabetes,roberta-base,3,1.0
NCT02911948,DRUG,type 2 diabetes,clinicalbert,3,1.0
NCT05724485,DRUG,randomized controlled,bert-base-uncased,3,1.5
NCT05724485,DRUG,randomized controlled,roberta-base,3,1.5
NCT05724485,DRUG,randomized controlled,clinicalbert,3,1.5
NCT00237185,DRUG,imatinib,bert-base-uncased,3,3.0
NCT00237185,DRUG,imatinib,roberta-base,3,3.0
NCT00237185,DRUG,imatinib,clinicalbert,3,3.0
NCT01528735,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT01528735,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT01528735,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT01917617,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT01917617,DRUG,chemotherapy,roberta-base,3,3.0
NCT01917617,DRUG,chemotherapy,clinicalbert,4,4.0
NCT03370276,DRUG,cetuximab,bert-base-uncased,5,5.0
NCT03370276,DRUG,cetuximab,roberta-base,5,5.0
NCT03370276,DRUG,cetuximab,clinicalbert,4,4.0
NCT03370276,DRUG,nivolumab,bert-base-uncased,4,4.0
NCT03370276,DRUG,nivolumab,roberta-base,5,5.0
NCT03370276,DRUG,nivolumab,clinicalbert,4,4.0
NCT02175017,DRUG,radiotherapy,bert-base-uncased,2,2.0
NCT02175017,DRUG,radiotherapy,roberta-base,3,3.0
NCT02175017,DRUG,radiotherapy,clinicalbert,4,4.0
NCT02175017,DRUG,non-small cell,bert-base-uncased,4,2.0
NCT02175017,DRUG,non-small cell,roberta-base,4,2.0
NCT02175017,DRUG,non-small cell,clinicalbert,4,2.0
NCT05834517,DRUG,proliferation,bert-base-uncased,1,1.0
NCT05834517,DRUG,proliferation,roberta-base,3,3.0
NCT05834517,DRUG,proliferation,clinicalbert,3,3.0
NCT00963768,DRUG,pharmacokinetics,bert-base-uncased,6,6.0
NCT00963768,DRUG,pharmacokinetics,roberta-base,4,4.0
NCT00963768,DRUG,pharmacokinetics,clinicalbert,5,5.0
NCT00963768,DRUG,pharmacodynamics,bert-base-uncased,6,6.0
NCT00963768,DRUG,pharmacodynamics,roberta-base,3,3.0
NCT00963768,DRUG,pharmacodynamics,clinicalbert,6,6.0
NCT00963768,DRUG,type 2 diabetes,bert-base-uncased,3,1.0
NCT00963768,DRUG,type 2 diabetes,roberta-base,3,1.0
NCT00963768,DRUG,type 2 diabetes,clinicalbert,3,1.0
NCT00058968,DRUG,neuropathy,bert-base-uncased,3,3.0
NCT00058968,DRUG,neuropathy,roberta-base,3,3.0
NCT00058968,DRUG,neuropathy,clinicalbert,3,3.0
NCT01515189,BIOLOGICAL,ipilimumab,bert-base-uncased,4,4.0
NCT01515189,BIOLOGICAL,ipilimumab,roberta-base,4,4.0
NCT01515189,BIOLOGICAL,ipilimumab,clinicalbert,4,4.0
NCT06191991,DRUG,atorvastatin,bert-base-uncased,5,5.0
NCT06191991,DRUG,atorvastatin,roberta-base,4,4.0
NCT06191991,DRUG,atorvastatin,clinicalbert,4,4.0
NCT03357874,DRUG,clopidogrel,bert-base-uncased,5,5.0
NCT03357874,DRUG,clopidogrel,roberta-base,5,5.0
NCT03357874,DRUG,clopidogrel,clinicalbert,5,5.0
NCT03357874,DRUG,creatinine,bert-base-uncased,4,4.0
NCT03357874,DRUG,creatinine,roberta-base,3,3.0
NCT03357874,DRUG,creatinine,clinicalbert,3,3.0
NCT03234374,DRUG,bioavailability,bert-base-uncased,4,4.0
NCT03234374,DRUG,bioavailability,roberta-base,3,3.0
NCT03234374,DRUG,bioavailability,clinicalbert,4,4.0
NCT03531918,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT03531918,DRUG,chemotherapy,roberta-base,3,3.0
NCT03531918,DRUG,chemotherapy,clinicalbert,4,4.0
NCT00602797,DRUG,chemotherapy,bert-base-uncased,1,1.0
NCT00602797,DRUG,chemotherapy,roberta-base,3,3.0
NCT00602797,DRUG,chemotherapy,clinicalbert,4,4.0
NCT00602797,DRUG,non-small cell,bert-base-uncased,4,2.0
NCT00602797,DRUG,non-small cell,roberta-base,4,2.0
NCT00602797,DRUG,non-small cell,clinicalbert,4,2.0
NCT01394510,DRUG,type 2 diabetes,bert-base-uncased,3,1.0
NCT01394510,DRUG,type 2 diabetes,roberta-base,3,1.0
NCT01394510,DRUG,type 2 diabetes,clinicalbert,3,1.0
NCT00744146,BIOLOGICAL,pharmacokinetics,bert-base-uncased,6,6.0
NCT00744146,BIOLOGICAL,pharmacokinetics,roberta-base,4,4.0
NCT00744146,BIOLOGICAL,pharmacokinetics,clinicalbert,5,5.0
NCT00744146,BIOLOGICAL,intramuscular,bert-base-uncased,3,3.0
NCT00744146,BIOLOGICAL,intramuscular,roberta-base,4,4.0
